sourceid,destid,distance,duration,fare
163,193,12233,3608,32
163,184,10259,3128,25
163,185,5735,2439,15
163,192,16973,4607,34
163,194,12968,3407,20
163,195,10640,3724,30
163,196,11828,3386,27
163,1,27241,6810,38
163,52,23762,6022,37
163,129,8468,2920,20
163,170,8479,2403,17
163,171,9468,2789,17
163,183,1330,973,0
163,197,8750,2838,20
163,177,8124,2414,17
163,172,10368,2761,19
163,26,24254,7107,50
163,25,22531,6373,37
163,86,22030,5762,37
163,198,13412,4969,35
164,2,27352,6416,38
164,3,25617,6040,54
164,4,24994,5669,41
164,51,20082,5177,35
164,53,24358,6173,37
164,54,22994,5485,37
164,55,20353,4895,35
164,56,18436,4453,35
164,81,24832,5198,41
164,87,17556,4343,35
164,10,18736,4255,49
164,11,20976,4837,37
164,5,26751,6457,38
164,6,20771,5463,35
164,7,22069,5465,39
164,8,20729,5033,39
164,9,23060,5926,37
164,130,15453,4191,30
164,159,13512,3594,29
164,40,22172,5503,37
164,72,16303,4163,40
164,16,21740,4579,58
164,160,7468,2500,15
164,17,17036,4194,35
164,37,15736,4005,36
164,38,18159,4201,38
164,42,17129,3889,38
164,69,13751,3906,25
164,73,10361,3299,22
164,12,23579,6106,39
164,13,20268,4423,50
164,14,21851,4624,52
164,15,19012,3429,50
164,39,21802,4644,52
164,41,20343,4463,39
164,70,22452,5450,37
164,71,21063,4905,37
164,102,12407,3521,35
164,43,16331,3811,36
164,44,14907,3355,40
164,67,13640,3155,34
164,68,15441,3670,36
164,74,15877,3586,36
164,75,15767,3836,36
164,36,15823,3777,34
164,45,13424,3310,34
164,64,12463,2914,29
164,65,11378,3030,30
164,66,14748,3827,34
164,76,9574,2315,28
164,18,16921,3980,36
164,19,17460,4381,38
164,20,15697,3619,36
164,21,16196,4416,34
164,22,17741,4320,35
164,33,15650,3671,34
164,34,14321,3494,34
164,46,13855,3425,32
164,31,14982,3718,34
164,32,17012,4385,35
164,47,16928,4214,35
164,48,14707,3827,34
164,60,13922,3556,32
164,61,13690,3875,32
164,78,13047,3513,32
164,23,16780,4217,35
164,24,21380,4647,39
164,27,18309,4849,35
164,28,17967,4199,35
164,29,19138,4554,35
164,30,14864,3634,34
164,49,18820,4123,38
164,59,15666,3974,34
164,113,16346,4329,34
164,50,18472,5327,35
164,57,18554,4843,35
164,58,17890,5059,35
164,79,14393,4004,32
164,80,14181,2997,39
164,88,15661,3825,34
164,110,7825,2315,20
164,62,13258,3547,32
164,63,11197,3051,30
164,90,12603,3983,30
164,91,10270,3171,25
164,92,9787,2815,25
164,93,9472,2647,25
164,111,9377,2539,25
164,112,13963,3279,34
164,114,15270,3675,34
164,115,11421,3472,30
164,116,11355,3413,30
164,117,9261,3113,25
164,89,13793,3545,32
164,109,7682,2065,17
164,120,6648,1659,15
164,121,7811,2437,25
164,77,10855,2875,30
164,94,9524,2378,24
164,95,11682,3024,34
164,96,10278,2726,24
164,100,12882,2998,34
164,101,14694,3483,36
164,107,11681,2842,29
164,108,11141,2745,29
164,97,10015,2641,28
164,98,10723,2719,30
164,99,11708,2831,32
164,103,14676,3818,34
164,104,13148,3089,34
164,105,13327,3244,34
164,106,9233,2818,30
164,125,14323,3484,34
164,126,10422,2836,27
164,127,15210,3646,35
164,128,6688,2369,15
164,131,7251,2751,15
164,122,8080,2452,25
164,123,9027,2606,30
164,124,13847,3307,32
164,132,11156,2903,32
164,133,11157,2920,32
164,134,9192,2670,25
164,157,9361,2415,30
164,158,4929,1867,10
164,135,8381,2572,25
164,136,7768,2202,25
164,137,7493,2210,25
164,138,5306,1764,15
164,139,5305,1558,15
164,140,3872,1237,10
164,141,8003,2193,25
164,118,6423,1882,15
164,119,5141,1455,15
164,142,2488,759,10
164,143,3870,1742,15
164,144,7759,2571,20
164,145,7090,2342,20
164,153,9566,3476,25
164,155,2224,871,5
164,156,1893,1020,5
164,154,1254,1004,0
164,162,2036,1048,5
164,163,1145,832,0
164,161,3553,1207,10
164,165,1650,1223,0
164,166,8027,2296,20
164,167,8481,2476,20
164,180,4948,2287,10
164,181,4189,1879,10
164,182,3827,1590,10
164,146,12684,3736,30
164,147,13375,3906,32
164,148,16349,4559,34
164,151,12362,3577,27
164,152,10315,3380,25
164,178,5826,2437,10
164,173,12882,3620,29
164,176,8666,2515,17
164,168,10137,2524,27
164,169,9423,2470,25
164,179,3976,1474,10
164,150,16662,4874,30
164,82,24320,5908,37
164,83,28516,6737,38
164,84,27259,6346,38
164,85,24394,5997,50
164,174,15511,4130,30
164,175,16180,4362,30
164,186,7002,2564,15
164,187,15174,3975,34
164,188,10367,3736,17
164,189,16594,4182,30
164,190,17902,4525,35
164,191,20847,4902,37
164,193,18182,4100,35
164,184,6994,2396,15
164,185,6273,2705,15
164,192,20023,5306,32
164,194,13345,3693,20
164,195,17056,3945,35
164,196,10598,3022,22
164,1,26681,6116,89
164,52,23019,5477,37
164,129,9324,3372,25
164,170,11799,2934,32
164,171,10746,3308,25
164,183,4270,1543,10
164,197,8346,3108,25
164,177,7076,2280,15
164,172,9181,2531,17
164,26,23504,6731,50
164,25,21188,5375,49
164,86,20125,4907,35
164,198,12743,4726,35
161,2,30631,7222,55
161,3,25917,6478,39
161,4,28170,6573,42
161,51,27386,6054,42
161,53,27657,6756,41
161,54,26293,6068,41
161,55,23990,6170,39
161,56,21555,5083,39
161,81,23820,6096,39
161,87,20817,5013,39
161,10,19036,4689,27
161,11,21228,5253,32
161,5,29943,7256,56
161,6,26830,5919,42
161,7,24695,6384,40
161,8,20689,4966,23
161,9,22334,6325,32
161,130,9118,2877,30
161,159,11172,2866,19
161,40,16162,4474,34
161,72,12473,3527,27
161,16,17704,4723,22
161,160,7607,2267,30
161,17,17604,4650,22
161,37,16847,4327,22
161,38,14498,3631,20
161,42,13064,3291,20
161,69,11334,2971,20
161,73,7941,2364,17
161,12,23309,6141,37
161,13,23568,4766,57
161,14,20005,5402,35
161,15,22312,3772,57
161,39,18282,5253,30
161,41,16443,4334,30
161,70,12118,4013,19
161,71,12105,3762,30
161,102,9540,3076,17
161,43,12189,3331,20
161,44,18207,3698,47
161,67,11244,3003,29
161,68,16383,4114,34
161,74,11190,3623,19
161,75,11553,3635,19
161,36,16324,3969,30
161,45,17075,3901,35
161,64,14830,3289,40
161,65,15379,3616,30
161,66,16913,3977,35
161,76,12874,2658,35
161,18,20228,4563,37
161,19,20306,4660,39
161,20,19045,4202,37
161,21,20346,5150,37
161,22,20918,5201,39
161,33,18949,4572,38
161,34,17620,4384,38
161,46,17154,4315,36
161,31,18281,4561,38
161,32,20428,5001,39
161,47,20300,5267,39
161,48,18006,4670,38
161,60,20515,4435,39
161,61,16668,4483,36
161,78,15906,3714,36
161,23,20079,5064,39
161,24,23958,5291,40
161,27,21983,5219,39
161,28,20470,4753,39
161,29,23330,5420,40
161,30,18163,4477,38
161,49,21399,4767,39
161,59,18914,4196,38
161,113,19639,5002,38
161,50,21720,5549,39
161,57,21665,5473,39
161,58,22082,5432,37
161,79,17506,4634,36
161,80,18654,3451,50
161,88,18954,4498,38
161,110,11124,2915,24
161,62,16557,4437,36
161,63,14367,3555,34
161,90,16399,4441,34
161,91,13473,4096,34
161,92,15096,3733,34
161,93,12563,3369,39
161,111,12676,3122,29
161,112,17257,3952,38
161,114,18126,4370,35
161,115,14720,3755,34
161,116,14654,3696,34
161,117,12560,3396,29
161,89,18028,3868,48
161,109,11174,2570,20
161,120,8784,2243,17
161,121,9728,2873,17
161,77,14934,3464,30
161,94,12872,2961,25
161,95,13104,3486,40
161,96,13587,3309,25
161,100,14009,3662,29
161,101,8729,2924,17
161,107,9339,2648,27
161,108,12064,3183,27
161,97,13315,2984,35
161,98,14664,3453,30
161,99,10328,2827,27
161,103,7669,2519,15
161,104,8156,2106,17
161,105,9010,2765,17
161,106,8322,2384,25
161,125,7627,2172,17
161,126,7254,2229,15
161,127,6403,1930,15
161,128,4265,1426,10
161,131,4828,1808,10
161,122,9163,2616,30
161,123,9549,2787,17
161,124,9608,2725,17
161,132,5359,2024,15
161,133,5360,2041,15
161,134,5974,2170,20
161,157,5372,2064,15
161,158,2567,1433,10
161,135,6324,2488,20
161,136,6505,2117,20
161,137,8668,2606,17
161,138,8201,2290,17
161,139,8605,2173,17
161,140,7172,1848,17
161,141,8844,2279,25
161,118,9722,2496,19
161,119,8441,2070,17
161,142,5787,1374,15
161,143,7262,2223,20
161,144,11059,2854,27
161,145,12174,3069,32
161,153,11725,3706,30
161,155,4515,1278,10
161,156,4657,1386,10
161,154,5475,2081,20
161,162,2854,929,5
161,163,2558,1550,5
161,164,3938,1245,10
161,165,3629,1717,10
161,166,6725,2150,15
161,167,7420,2592,20
161,180,6057,2267,15
161,181,6443,2300,15
161,182,4221,2134,10
161,146,13563,3894,34
161,147,16657,4189,36
161,148,16894,4399,30
161,151,14945,3797,20
161,152,13615,3663,32
161,178,7071,2314,15
161,173,15772,4103,20
161,176,11522,3210,19
161,168,7567,2690,20
161,169,8707,2761,25
161,179,6832,2169,15
161,150,19365,5308,35
161,82,27957,7187,41
161,83,34629,7712,59
161,84,29990,6601,42
161,85,24886,6449,38
161,174,18368,4825,30
161,175,14625,3963,25
161,186,8248,2437,17
161,187,9274,3225,17
161,188,10905,3793,19
161,189,15039,3782,30
161,190,15679,4322,34
161,191,24113,5185,39
161,193,13856,3771,34
161,184,5238,2746,10
161,185,6795,2612,15
161,192,21063,5482,37
161,194,14591,3566,20
161,195,12412,3836,32
161,196,12058,3386,30
161,1,28945,6710,42
161,52,26318,6060,41
161,129,6943,2410,20
161,170,10288,2968,19
161,171,11276,3354,19
161,183,2190,1244,5
161,197,8338,2929,20
161,177,8792,2694,17
161,172,12037,3226,20
161,26,26190,7076,54
161,25,24435,6342,41
161,86,23437,5580,39
161,198,11822,4591,25
165,2,28332,7108,42
165,3,27739,6726,41
165,4,26916,6208,41
165,51,21365,5542,37
165,53,25806,6491,39
165,54,24436,5802,39
165,55,22415,5707,37
165,56,19705,4818,37
165,81,21973,4984,37
165,87,20110,4970,37
165,10,21811,4863,39
165,11,23035,5245,39
165,5,29265,7359,52
165,6,22878,5691,47
165,7,23513,6097,42
165,8,22768,5785,39
165,9,25122,6312,39
165,130,12103,3542,30
165,159,13831,3546,20
165,40,18821,5154,37
165,72,15149,4207,30
165,16,23141,5278,39
165,160,10285,2957,30
165,17,19095,4605,37
165,37,16549,4352,34
165,38,16712,4311,22
165,42,15725,3971,22
165,69,13995,3651,20
165,73,10605,3044,19
165,12,24947,6212,39
165,13,22330,4689,55
165,14,23913,4890,57
165,15,21074,3695,55
165,39,23864,4910,57
165,41,22405,5002,39
165,70,14779,4693,20
165,71,16792,4540,35
165,102,12216,3756,20
165,43,14850,4011,20
165,44,16969,3621,45
165,67,15697,3694,34
165,68,17500,4209,36
165,74,17939,4125,36
165,75,17354,4468,36
165,36,18140,4119,37
165,45,15136,3716,34
165,64,13592,3317,38
165,65,14239,3572,29
165,66,16760,4066,34
165,76,11636,2581,33
165,18,18983,4519,36
165,19,19121,5063,38
165,20,17619,4158,36
165,21,18920,5106,36
165,22,19190,4794,37
165,33,17499,4421,36
165,34,16170,4245,34
165,46,15704,4176,34
165,31,19878,4626,38
165,32,18978,4851,37
165,47,21322,5148,38
165,48,19603,4735,38
165,60,16308,3760,36
165,61,16139,4335,34
165,78,15186,3643,34
165,23,21676,5126,39
165,24,19751,4620,37
165,27,20567,5198,49
165,28,19416,4347,37
165,29,20587,4702,37
165,30,19760,4542,38
165,49,17192,4096,36
165,59,17806,4103,36
165,113,18932,4956,36
165,50,20733,5651,37
165,57,19822,5207,37
165,58,19868,5181,36
165,79,15661,4369,34
165,80,21213,4417,23
165,88,18247,4452,36
165,110,9887,2708,22
165,62,17651,4470,36
165,63,13130,3354,32
165,90,14638,3999,32
165,91,14837,3942,20
165,92,14354,3586,20
165,93,14047,3520,29
165,111,12176,3045,20
165,112,16311,3943,30
165,114,13862,3295,30
165,115,14196,3304,20
165,116,14287,3522,20
165,117,11323,3499,27
165,89,14557,3824,32
165,109,9937,2476,19
165,120,8107,2187,20
165,121,9473,2901,22
165,77,13717,3416,29
165,94,11627,2917,24
165,95,12644,3224,34
165,96,12418,3200,24
165,100,17820,4286,36
165,101,15417,4013,34
165,107,12399,3553,24
165,108,13155,3277,29
165,97,12077,2907,33
165,98,12785,2985,35
165,99,13770,3097,37
165,103,10800,3596,27
165,104,11287,3176,27
165,105,14485,3626,34
165,106,13363,3543,32
165,125,10758,3238,27
165,126,9823,3252,22
165,127,9533,3000,22
165,128,6931,2114,15
165,131,7494,2496,15
165,122,9742,2916,22
165,123,13287,3239,34
165,124,15296,3547,34
165,132,8027,2447,17
165,133,8028,2464,17
165,134,8812,3159,25
165,157,8980,2904,25
165,158,5248,2117,10
165,135,10444,2958,27
165,136,9623,2701,27
165,137,9786,2631,27
165,138,7524,2234,20
165,139,7368,2076,17
165,140,5935,1755,15
165,141,7622,2682,25
165,118,8485,2399,17
165,119,7204,1973,17
165,142,4550,1280,10
165,143,5571,1981,15
165,144,8725,2380,17
165,145,8859,2176,17
165,153,8410,2812,17
165,155,5574,1985,10
165,156,7202,2287,20
165,154,2505,804,5
165,162,3889,1878,5
165,163,2995,1668,5
165,164,1648,1260,0
165,161,3989,1665,10
165,166,1411,1136,0
165,167,3561,1811,5
165,180,3858,1616,10
165,181,3301,1442,5
165,182,2885,1162,5
165,146,10141,3248,25
165,147,14067,3572,20
165,148,12923,3151,20
165,151,11338,2630,20
165,152,11025,3186,22
165,178,5530,2053,20
165,173,12666,3403,24
165,176,8490,2263,17
165,168,4252,1796,10
165,169,5391,1871,10
165,179,3662,1197,10
165,150,17257,4420,22
165,82,26382,6720,39
165,83,33166,7614,41
165,84,29328,6645,40
165,85,22778,5561,23
165,174,12174,3617,19
165,175,11777,3252,24
165,186,5489,1971,30
165,187,7256,2601,25
165,188,10191,3484,17
165,189,12190,3075,29
165,190,12692,3484,29
165,191,17071,4381,36
165,193,11007,3053,30
165,184,6052,1964,15
165,185,4342,1955,15
165,192,15601,4196,34
165,194,11742,2848,20
165,195,9138,2567,30
165,196,9193,2782,22
165,1,27940,6582,40
165,52,24461,5794,39
165,129,9568,3131,22
165,170,7258,2021,15
165,171,8245,2407,17
165,183,2584,1298,5
165,197,5483,2151,15
165,177,6625,2003,15
165,172,9006,2279,17
165,26,25189,6848,52
165,25,23230,5698,39
165,86,22730,5534,37
165,198,12972,4854,27
166,2,27612,6308,38
166,3,27490,5814,55
166,4,25185,5861,41
166,51,20342,5069,35
166,53,24618,6065,37
166,54,23254,5377,37
166,55,20613,4787,35
166,56,18696,4345,35
166,81,20170,4503,37
166,87,17816,4235,35
166,10,20080,4516,39
166,11,21236,4729,37
166,5,26904,6865,52
166,6,21059,5655,35
166,7,21748,5732,45
166,8,20966,5291,37
166,9,23320,5818,37
166,130,14749,3842,37
166,159,16478,3846,25
166,40,22432,5395,37
166,72,18760,4745,35
166,16,21384,4944,45
166,160,10384,2953,30
166,17,17296,4086,35
166,37,15590,3910,42
166,38,17493,3410,42
166,42,18030,3288,47
166,69,16629,3951,40
166,73,13250,3344,25
166,12,23910,5998,39
166,13,21534,4210,50
166,14,23117,4411,52
166,15,20278,3216,50
166,39,23068,4431,52
166,41,22166,4029,60
166,70,22712,5342,37
166,71,21323,4797,37
166,102,14864,4028,34
166,43,15182,3192,40
166,44,16172,3142,40
166,67,12813,2530,35
166,68,14353,3119,35
166,74,16208,3778,36
166,75,15621,3741,42
166,36,16083,3669,34
166,45,14028,3373,32
166,64,12796,2718,35
166,65,11638,2922,30
166,66,15079,3719,34
166,76,10840,2102,30
166,18,17252,4172,36
166,19,17314,4286,44
166,20,15996,3591,34
166,21,17297,4539,34
166,22,17388,4313,35
166,33,15910,3866,34
166,34,14581,3693,34
166,46,14115,3620,32
166,31,15113,3821,34
166,32,17272,4277,35
166,47,17261,4565,35
166,48,14838,3930,34
166,60,14053,3663,32
166,61,13822,3978,32
166,78,13307,3405,32
166,23,16912,4320,35
166,24,17949,4139,35
166,27,18569,4741,35
166,28,17040,4169,35
166,29,18211,4524,35
166,30,14995,3737,34
166,49,15390,3615,34
166,59,15926,3866,34
166,113,16606,4221,34
166,50,18732,5219,35
166,57,18814,4735,35
166,58,18150,4951,35
166,79,14653,3896,32
166,80,13760,3181,34
166,88,15921,3717,34
166,110,8085,2514,20
166,62,13518,3746,32
166,63,11328,3154,30
166,90,12863,3875,30
166,91,13393,3726,32
166,92,9999,3112,25
166,93,9732,2846,25
166,111,9637,2431,25
166,112,14223,3171,34
166,114,11852,2893,20
166,115,12196,3125,20
166,116,11615,3305,30
166,117,9521,3005,25
166,89,14053,3437,32
166,109,8134,2036,25
166,120,8708,2438,25
166,121,10268,2940,30
166,77,11115,2767,30
166,94,9823,2347,25
166,95,9851,2840,25
166,96,10656,2918,24
166,100,13213,3190,34
166,101,14330,3576,40
166,107,12012,3034,29
166,108,11514,2941,29
166,97,11281,2428,30
166,98,11989,2506,30
166,99,12974,2618,35
166,103,14455,4037,34
166,104,14469,3400,34
166,105,13621,3436,34
166,106,12903,3375,35
166,125,12856,3361,32
166,126,12795,3523,32
166,127,11701,3083,29
166,128,9576,2414,22
166,131,10139,2796,22
166,122,10537,2958,30
166,123,11484,3109,32
166,124,13493,3500,32
166,132,11416,2965,32
166,133,11417,2982,32
166,134,9452,2732,25
166,157,9621,2477,30
166,158,7894,2417,20
166,135,8641,2464,25
166,136,8028,2265,25
166,137,7753,2102,25
166,138,8116,2485,25
166,139,5565,1639,20
166,140,7027,1921,25
166,141,8263,2255,25
166,118,6683,1962,20
166,119,5401,1536,20
166,142,3987,1343,15
166,143,3772,1141,10
166,144,7766,1989,17
166,145,7900,1785,17
166,153,7451,2421,15
166,155,4831,1938,15
166,156,8465,2557,20
166,154,2290,984,10
166,162,7009,2147,20
166,163,5641,1968,15
166,164,2468,1847,0
166,161,6636,1965,20
166,165,1411,1067,0
166,167,1941,1010,5
166,180,2540,1147,5
166,181,3539,945,10
166,182,4014,1074,10
166,146,8910,2813,17
166,147,12066,3393,20
166,148,10922,2972,19
166,151,9338,2451,19
166,152,7971,2724,20
166,178,3415,1698,5
166,173,13142,3512,29
166,176,6209,2055,15
166,168,3292,1405,5
166,169,2508,1495,5
166,179,1611,825,5
166,150,14976,4212,20
166,82,24580,5800,37
166,83,28776,6629,38
166,84,27519,6238,40
166,85,20497,5353,23
166,174,9893,3409,17
166,175,10085,3346,17
166,186,4109,1527,10
166,187,5142,2242,10
166,188,7910,3276,15
166,189,10057,2892,27
166,190,10665,3082,19
166,191,14938,4198,34
166,193,12286,3061,24
166,184,6731,1957,15
166,185,5288,1199,15
166,192,13468,4013,32
166,194,10468,2900,25
166,195,7021,2212,15
166,196,9007,2298,19
166,1,27057,6597,38
166,52,23279,5369,37
166,129,12199,3263,35
166,170,5904,1878,15
166,171,5963,2198,10
166,183,5230,1598,15
166,197,5293,1600,15
166,177,4620,1820,10
166,172,6761,2071,20
166,26,23151,6572,50
166,25,24031,6293,39
166,86,20385,4799,35
166,198,11992,4248,22
167,2,25322,6585,38
167,3,26645,5711,55
167,4,23896,5852,39
167,51,22257,5471,47
167,53,22971,6225,37
167,54,21607,5537,37
167,55,19579,5184,35
167,56,16869,4552,35
167,81,18962,4781,35
167,87,16776,4557,35
167,10,19764,3923,52
167,11,20162,4521,45
167,5,27999,6802,41
167,6,21538,5765,39
167,7,20455,5511,42
167,8,19738,5083,42
167,9,22093,5610,42
167,130,19111,4916,35
167,159,23150,4465,60
167,40,22615,5485,37
167,72,20108,4806,37
167,16,22161,4263,55
167,160,16073,4275,35
167,17,18000,3863,50
167,37,15949,3523,38
167,38,16648,3307,40
167,42,17185,3185,45
167,69,19374,3889,50
167,73,17266,4348,35
167,12,21944,6009,37
167,13,20690,4107,50
167,14,22272,4308,50
167,15,19434,3113,50
167,39,22223,4328,50
167,41,21321,3926,55
167,70,23938,4811,60
167,71,22411,5369,37
167,102,15154,3543,40
167,43,14337,3089,40
167,44,15328,3039,38
167,67,11969,2427,30
167,68,13508,3016,35
167,74,13715,2970,40
167,75,13042,3173,40
167,36,16788,3446,45
167,45,12133,3513,32
167,64,11951,2615,33
167,65,10563,2714,30
167,66,12572,2911,35
167,76,9995,1999,28
167,18,15229,3664,40
167,19,16021,4065,41
167,20,14599,3802,34
167,21,18215,4305,45
167,22,16187,4271,35
167,33,14496,3898,34
167,34,13167,3722,32
167,46,12701,3653,32
167,31,15830,3916,34
167,32,15975,4328,35
167,47,20645,4428,47
167,48,15555,4025,34
167,60,13940,3572,34
167,61,12556,4162,30
167,78,12183,3440,32
167,23,17629,4416,36
167,24,17383,4432,35
167,27,19967,4995,46
167,28,16413,4144,35
167,29,17584,4499,35
167,30,15712,3832,34
167,49,14824,3908,34
167,59,14802,3900,34
167,113,15572,4543,34
167,50,17730,5448,35
167,57,17694,5170,44
167,58,16857,4978,34
167,79,12825,4103,30
167,80,13233,3060,37
167,88,14887,4039,34
167,110,7051,2505,20
167,62,14631,4114,34
167,63,10255,3234,30
167,90,12270,3811,30
167,91,12081,3366,20
167,92,11598,3010,20
167,93,11027,3164,27
167,111,8424,2699,25
167,112,13190,3493,32
167,114,14313,3960,37
167,115,14704,4049,40
167,116,11049,3611,30
167,117,8955,3311,25
167,89,12607,3477,35
167,109,6495,1852,20
167,120,6674,2261,15
167,121,8234,2763,17
167,77,9613,2495,25
167,94,8607,2561,22
167,95,9762,2563,25
167,96,9398,2844,22
167,100,13558,3279,40
167,101,13037,3355,37
167,107,12937,2926,35
167,108,10135,2921,27
167,97,10436,2325,28
167,98,11145,2403,30
167,99,12130,2515,30
167,103,15802,4180,34
167,104,13140,3398,32
167,105,14029,3640,34
167,106,13038,3465,32
167,125,11683,2814,30
167,126,13060,3446,32
167,127,13210,3772,24
167,128,11072,3268,24
167,131,11635,3650,24
167,122,9290,2405,28
167,123,10422,2504,30
167,124,12416,3191,32
167,132,10139,2826,19
167,133,10140,2843,19
167,134,8176,2593,17
167,157,8344,2338,17
167,158,9139,3244,25
167,135,8075,2770,20
167,136,8194,2625,25
167,137,9442,2723,25
167,138,6081,2309,15
167,139,5276,1893,10
167,140,5274,1771,10
167,141,6986,2116,15
167,118,5224,2136,10
167,119,5638,1867,15
167,142,4146,1591,10
167,143,3145,1116,10
167,144,4972,2038,15
167,145,5105,1833,15
167,153,4656,2470,10
167,155,8255,2712,20
167,156,8475,2545,25
167,154,1714,1276,0
167,162,9527,2826,25
167,163,10180,2910,25
167,164,2614,1957,0
167,161,7902,2796,25
167,165,3515,1831,10
167,166,1963,1101,10
167,180,3289,1513,5
167,181,4870,1690,10
167,182,4977,2084,10
167,146,6116,2862,15
167,147,8256,3119,20
167,148,11231,3772,25
167,151,11754,3457,27
167,152,9261,3110,22
167,178,4346,1786,15
167,173,12274,3500,27
167,176,7106,2492,15
167,168,3294,1734,5
167,169,1881,1452,0
167,179,3095,1372,5
167,150,16500,4884,25
167,82,23546,6197,37
167,83,30155,7411,39
167,84,25945,6232,38
167,85,22021,6025,28
167,174,17386,4406,35
167,175,15573,4242,30
167,186,4730,1678,10
167,187,6073,2334,20
167,188,8807,3713,15
167,189,15986,4062,30
167,190,12147,4051,24
167,191,21350,4855,37
167,193,11131,2936,19
167,184,9246,3152,30
167,185,5116,1954,10
167,192,19415,5186,32
167,194,11089,3052,27
167,195,7955,2300,25
167,196,9628,2450,19
167,1,24937,6379,38
167,52,21632,5529,37
167,129,13867,4125,34
167,170,4749,1785,10
167,171,6861,2632,15
167,183,6496,2429,20
167,197,7848,2534,17
167,177,6075,2457,10
167,172,7795,2306,17
167,26,24244,6922,39
167,25,20862,5412,37
167,86,19348,5121,35
167,198,14977,5134,32
180,2,30150,6558,65
180,3,28516,5743,58
180,4,30778,6118,60
180,51,24507,6166,40
180,53,25776,6756,41
180,54,24406,6071,41
180,55,22420,5545,39
180,56,19674,5087,38
180,81,20625,4976,39
180,87,18762,4962,38
180,10,21635,3955,55
180,11,22032,4553,50
180,5,30485,7347,42
180,6,24024,6310,40
180,7,22325,5543,48
180,8,21608,5115,48
180,9,23963,5642,48
180,130,14418,3955,32
180,159,16146,3959,22
180,40,23218,5219,50
180,72,17466,4617,30
180,16,24031,4295,60
180,160,10052,2853,25
180,17,19871,3895,53
180,37,17819,3555,42
180,38,18519,3339,45
180,42,19056,3217,50
180,69,16298,4064,35
180,73,12922,3457,20
180,12,24081,5822,50
180,13,22560,4139,52
180,14,24142,4340,55
180,15,21304,3145,52
180,39,24093,4360,55
180,41,23191,3958,60
180,70,25808,4843,65
180,71,17795,4669,30
180,102,17024,3575,45
180,43,16208,3121,43
180,44,17198,3071,42
180,67,13839,2459,35
180,68,15379,3048,38
180,74,15585,3002,45
180,75,14912,3205,45
180,36,18659,3478,48
180,45,14130,3367,40
180,64,13822,2647,35
180,65,12433,2746,35
180,66,14442,2943,40
180,76,11866,2031,30
180,18,17099,3696,45
180,19,17891,4097,47
180,20,16617,3701,45
180,21,20086,4337,47
180,22,18450,4932,37
180,33,19585,3846,47
180,34,17831,3778,45
180,46,21044,3993,49
180,31,18316,4461,35
180,32,23057,4543,50
180,47,22516,4460,49
180,48,18041,4570,35
180,60,18108,4390,35
180,61,17421,4671,35
180,78,15944,4105,36
180,23,20115,4961,37
180,24,21579,5211,39
180,27,22217,5687,39
180,28,20508,5144,39
180,29,20951,5339,37
180,30,18198,4377,35
180,49,19020,4687,35
180,59,18952,4587,38
180,113,17584,4948,36
180,50,21758,5940,39
180,57,19436,5377,38
180,58,18520,5173,36
180,79,17325,4419,40
180,80,16938,3193,42
180,88,18324,4491,22
180,110,12665,3275,20
180,62,16779,4527,30
180,63,14531,3795,30
180,90,15378,4477,20
180,91,14567,3911,20
180,92,14084,3555,20
180,93,13306,3805,29
180,111,10587,2789,19
180,112,14566,3642,20
180,114,12117,2994,20
180,115,12288,3215,20
180,116,12379,3433,20
180,117,10075,3522,25
180,89,16313,3610,40
180,109,8365,1884,25
180,120,8895,2263,25
180,121,11283,3086,27
180,77,11483,2527,30
180,94,10458,2398,33
180,95,11632,2595,30
180,96,11155,2760,33
180,100,15428,3311,45
180,101,14907,3387,43
180,107,14807,2958,40
180,108,12013,2783,38
180,97,12307,2357,30
180,98,13015,2435,35
180,99,14000,2547,35
180,103,15132,4002,20
180,104,13123,3199,20
180,105,13359,3458,20
180,106,12678,2863,35
180,125,13553,2846,35
180,126,12221,3322,20
180,127,11369,3023,19
180,128,9248,2527,17
180,131,9811,2909,17
180,122,11160,2437,30
180,123,12292,2536,35
180,124,12712,2889,35
180,132,10377,2860,19
180,133,10378,2877,19
180,134,10356,3112,25
180,157,10524,2857,25
180,158,7562,2530,15
180,135,10017,3262,25
180,136,9386,2797,25
180,137,9914,2949,27
180,138,9230,2508,25
180,139,8368,1861,25
180,140,7455,2290,20
180,141,9166,2635,25
180,118,9760,2773,19
180,119,8766,2500,17
180,142,6759,1828,20
180,143,5258,1415,18
180,144,7802,2268,17
180,145,7936,2064,17
180,153,7487,2700,15
180,155,8350,2644,25
180,156,8372,2198,17
180,154,4600,1723,10
180,162,6679,2062,15
180,163,5310,2081,10
180,164,7763,2378,17
180,161,6304,2078,15
180,165,3898,1734,15
180,166,2683,1087,5
180,167,4290,1602,10
180,181,2979,1350,5
180,182,3689,1427,10
180,146,8865,3170,25
180,147,12158,3483,20
180,148,11014,3062,19
180,151,9430,2541,19
180,152,7407,2837,25
180,178,2374,1290,5
180,173,10758,3314,22
180,176,6481,2159,15
180,168,3329,1684,5
180,169,4468,1759,10
180,179,1827,1118,5
180,150,15247,4316,20
180,82,26966,6570,40
180,83,30626,7422,54
180,84,26788,6270,50
180,85,20768,5457,23
180,174,10164,3513,17
180,175,10391,3447,17
180,186,2240,1255,5
180,187,4576,2201,10
